domain,dataset,generator,model,mix,seed,error,f1,ece,diversity,diversity0,fidelity_ks,cri,err0
timeseries,daily-min-temperatures.csv,SeasonalBootstrap,RidgeLags,0.0,2,0.1543042179108383,,0.0,4.8739212631766105,4.8739212631766105,0.0,6.155208009950286e-10,0.1543042179108383
timeseries,daily-min-temperatures.csv,SeasonalBootstrap,RidgeLags,0.1,2,0.1798902127699794,,0.0,4.45779838217193,4.8739212631766105,8.553422027891191,0.038406227579273186,0.1543042179108383
timeseries,daily-min-temperatures.csv,SeasonalBootstrap,RidgeLags,0.3,2,0.1914140178060058,,0.0,4.519577697970693,4.8739212631766105,8.798625092417321,0.04036548460901626,0.1543042179108383
timeseries,daily-min-temperatures.csv,SeasonalBootstrap,RidgeLags,0.5,2,0.1997501202517898,,0.0,4.677691473868979,4.8739212631766105,18.28324593927457,0.03480130379309028,0.1543042179108383
timeseries,daily-min-temperatures.csv,SeasonalBootstrap,RidgeLags,0.7,2,0.2121528504238046,,0.0,4.858486497660998,4.8739212631766105,32.449085286326465,0.029874358818755796,0.1543042179108383
timeseries,daily-min-temperatures.csv,WindowCopula,RidgeLags,0.0,0,0.1543042179108383,,0.0,4.8739212631766105,4.8739212631766105,0.0,6.155208009950286e-10,0.1543042179108383
timeseries,daily-min-temperatures.csv,WindowCopula,RidgeLags,0.1,0,0.1545600981975949,,0.0,4.8972393574561135,4.8739212631766105,0.0583605411685128,0.00012794014337830228,0.1543042179108383
timeseries,daily-min-temperatures.csv,WindowCopula,RidgeLags,0.3,0,0.1546521464294493,,0.0,4.925611251179564,4.8739212631766105,0.1041817624289047,0.0001739642593055063,0.1543042179108383
timeseries,daily-min-temperatures.csv,WindowCopula,RidgeLags,0.5,0,0.1555824804505508,,0.0,4.939183101913607,4.8739212631766105,0.1437132077786458,0.0006391312698562496,0.1543042179108383
timeseries,daily-min-temperatures.csv,WindowCopula,RidgeLags,0.7,0,0.1570254159936865,,0.0,4.968176507193781,4.8739212631766105,0.1800696403246279,0.0013605990414241043,0.1543042179108383
timeseries,daily-min-temperatures.csv,WindowCopula,RidgeLags,0.0,1,0.1543042179108383,,0.0,4.8739212631766105,4.8739212631766105,0.0,6.155208009950286e-10,0.1543042179108383
timeseries,daily-min-temperatures.csv,WindowCopula,RidgeLags,0.1,1,0.154398927439094,,0.0,4.874471976930721,4.8739212631766105,0.0626772404109261,4.735476412785766e-05,0.1543042179108383
timeseries,daily-min-temperatures.csv,WindowCopula,RidgeLags,0.3,1,0.1547247193265657,,0.0,4.949188852489546,4.8739212631766105,0.1113905981927512,0.00021025070786370725,0.1543042179108383
timeseries,daily-min-temperatures.csv,WindowCopula,RidgeLags,0.5,1,0.1556634751853516,,0.0,4.865771740924335,4.8739212631766105,0.1743782388177072,0.001181249311586735,0.1543042179108383
timeseries,daily-min-temperatures.csv,WindowCopula,RidgeLags,0.7,1,0.1566658287441899,,0.0,4.890957134107651,4.8739212631766105,0.1804886362726154,0.001180805416675812,0.1543042179108383
timeseries,daily-min-temperatures.csv,WindowCopula,RidgeLags,0.0,2,0.1543042179108383,,0.0,4.8739212631766105,4.8739212631766105,0.0,6.155208009950286e-10,0.1543042179108383
timeseries,daily-min-temperatures.csv,WindowCopula,RidgeLags,0.1,2,0.1543463864399118,,0.0,4.931025724181231,4.8739212631766105,0.0495983392602424,2.1084264536758157e-05,0.1543042179108383
timeseries,daily-min-temperatures.csv,WindowCopula,RidgeLags,0.3,2,0.1550735725952583,,0.0,4.904807683629688,4.8739212631766105,0.1327629702224725,0.00038467734221001026,0.1543042179108383
timeseries,daily-min-temperatures.csv,WindowCopula,RidgeLags,0.5,2,0.1554282278194503,,0.0,4.9497363633618185,4.8739212631766105,0.2263393533119385,0.0005620049543060002,0.1543042179108383
timeseries,daily-min-temperatures.csv,WindowCopula,RidgeLags,0.7,2,0.1569376174679066,,0.0,4.912355002908184,4.8739212631766105,0.2004005751759889,0.0013166997785341583,0.1543042179108383
